Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Uganda,UGA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.62262509999999,-1.6418571,-1.69698249999999,-1.15674339999999,-1.306617,-0.991477699999999,-0.728621499999999,-0.6599792,-0.6855047,-0.7511675,-0.8769625,-0.860416499999999,-0.8925868,-0.9764218,-0.7914315,-0.8144743,-0.6855171,-0.7395762,-0.7746479,-0.842814499999999,-0.9440307,-1.0920608
Ukraine,UKR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.4992464,-0.240717899999999,-0.3714753,-0.5577038,-0.3902796,-0.184901099999999,0.0450846,-0.033573,-0.2283028,-0.0505126,-0.1696208,-0.2458009,-0.961241199999999,-1.99283679999999,-1.8064426,-1.6309394,-1.590004,-1.4461552,-1.0320239,-0.9599236,-0.990563099999999,-1.05075649999999
United Arab Emirates,ARE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9921535,1.0774647,0.9511885,0.5785839,0.7985672,0.9097486,1.0198691,0.7281536,1.0855231,0.8134966,0.8143482,0.8029803,0.7738837,0.8984847,0.8382509,0.6925969,0.7192871,0.8336611,0.8295526,0.826942,0.839581,0.883216
United Kingdom,GBR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.097531,0.548758,0.4196093,0.3484335,0.3958598,0.6600601,0.6958935,0.6464798,0.4928367,0.5937485,0.4317992,0.4684142,0.4599947,0.5436244,0.537112,0.4498582,0.4406625,0.2825929,0.5681497,0.5102213,0.4363658,0.3676912
United States,USA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0044581,0.3794999,0.2636677,0.0797789,0.1993466,0.4194245,0.4595604,0.629976,0.6411914,0.6163511,0.6245434,0.6207484,0.5795227,0.6681229,0.6658794,0.3279152,0.1101294,0.2904961,0.0546375,-0.146807,-0.126399999999999,-0.1626087
Uruguay,URY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8244769,0.7788706,0.6814346,0.5115505,0.8238091,1.0267236,1.0641961,1.056881,1.0283689,0.8893764,0.9289706,0.8849499,0.9211706,1.1017263,1.0884414,1.1217056,1.1129983,1.1130252,1.1553614,1.1512208,1.1500797,1.3035622
Uzbekistan,UZB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.20219759999999,-0.971751399999999,-1.33981139999999,-1.2856128,-1.8095801,-1.5779657,-1.12814899999999,-0.995043799999999,-0.862932799999999,-0.650179,-0.611603999999999,-0.561242799999999,-0.5624156,-0.2604881,-0.3053458,-0.2080446,-0.2138791,-0.2119487,-0.2167593,-0.3614058,-0.221247,-0.2325524
Vanuatu,VUT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9027244,0.9101063,0.6379237,0.4063828,1.2631573,1.2662279,1.1581012,1.0843736,1.3114121,1.34809,1.3432489,1.4555456,1.4539841,1.1753946,0.6849315,0.6867152,0.8525004,1.021257,1.0281545,0.9435444,0.9586235,0.9784231
"Venezuela, RB",VEN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.7443814,-1.3442093,-1.2032513,-1.2731843,-1.1780576,-1.26288169999999,-1.2199871,-1.2866765,-1.2678968,-1.3612278,-1.26001909999999,-1.2182009,-1.3240347,-1.1741498,-1.1927697,-1.2150045,-1.38006459999999,-1.4649999,-1.5120562,-1.4257071,-1.2895082,-1.1268117
Viet Nam,VNM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2924713,0.385333,0.1353139,-0.0062905,0.3438984,0.3001579,0.1530738,0.0487952,0.1922119,0.1198679,0.125534,0.1055642,0.1154209,-0.0126942,0.0681785999999999,0.1824971,0.1500179,-0.0542592999999999,0.0916744999999999,0.1302346,0.1345844,0.1227944
Virgin Islands (U.S.),VIR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,0.4974275,0.4602395,0.6434598,0.6483749,0.6477695,0.6548975,0.6479444,0.8218651,0.8211976,0.819158,1.2267455,1.2251811,0.8121773,0.8126545,0.8160116,0.977236,0.9766825,0.5654024,0.9782486
West Bank and Gaza,PSE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.890909,-1.8894191,-1.40785419999999,-1.2175,-1.4705309,-1.6581857,-1.7258722,-1.8396941,-1.75952669999999,-1.76941969999999,-1.8788223,-1.9475989,-1.8005748,-1.67333699999999,-1.7310474,-1.69362899999999,-1.3682541,-1.46491939999999,-1.523121,-1.7401966,-1.6333144,-1.5318512
"Yemen, Rep.",YEM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.6559503,-1.7068902,-1.65483999999999,-1.6316202,-1.53964149999999,-1.3547567,-1.6075967,-2.1003894,-2.0874785,-2.41400459999999,-2.4714962,-2.36775559999999,-2.41980069999999,-2.52247629999999,-2.52514609999999,-2.6405037,-2.7305026,-2.7242925,-2.6172209,-2.65635899999999,-2.6676713,-2.61245769999999
Zambia,ZMB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0286969,-0.370585899999999,-0.1153273,-0.1571999,-0.0427972,0.2636446,0.2841869,0.2479511,0.3834137,0.3740582,0.3931833,0.4568964,0.3124934,-0.0580544,0.0822748,-0.2072561,-0.211101999999999,-0.2916638,-0.3690652,-0.3679359,-0.158277199999999,0.0456326
Zimbabwe,ZWE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.3514121,-1.6078263,-1.4557018,-1.5430146,-1.551972,-1.3010141,-1.4174911,-1.6376435,-1.56337369999999,-1.4606594,-1.2521569,-1.2758713,-1.0050314,-0.976551899999999,-0.856518799999999,-0.9112005,-0.8348774,-0.824492,-0.984582,-1.0459616,-1.0184197,-0.8261001
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/18/2026,,,,,,,,,,,,,,,,,,,,,,,,,
